CD_CLI,ID_TEL,TELEFONE,TEL_PREFERENCIAL
3533,3533,(33) 97815-0392,1
3534,3534,(15) 99806-9879,1
3535,3535,(17) 97106-4888,1
3537,3537,(28) 97870-5917,1
3538,3538,(99) 99364-6249,1
3539,3539,(74) 98302-5259,1
3540,3540,(79) 97867-6382,1
3541,3541,(24) 99789-4185,1
3542,3542,(91) 98989-0210,1
3543,3543,(15) 98977-1836,1
3544,3544,(03) 98788-9366,1
3545,3545,(72) 98549-2730,1
3546,3546,(51) 99388-3925,1
3547,3547,(17) 97077-4887,1
3548,3548,(95) 97311-1027,1
3550,3550,(49) 98168-1235,1
3551,3551,(86) 99657-1783,1
3552,3552,(36) 98467-2743,1
3553,3553,(95) 97294-4350,1
3555,3555,(39) 99295-2065,1
3556,3556,(47) 97851-6048,1
3557,3557,(01) 97149-9139,1
3558,3558,(22) 97674-1796,1
3559,3559,(82) 98580-6358,1
3560,3560,(28) 98433-1512,1
3561,3561,(67) 99171-5686,1
3562,3562,(31) 98839-6937,1
3563,3563,(54) 99327-2678,1
3564,3564,(13) 97356-0945,1
3565,3565,(37) 97904-5095,1
3566,3566,(96) 97197-7009,1
3567,3567,(09) 97771-8360,1
3568,3568,(46) 98719-0522,1
3569,3569,(77) 98980-6205,1
3570,3570,(65) 98638-0834,1
3572,3572,(43) 97645-2406,1
3573,3573,(93) 97596-5129,1
3573,3575,(51) 99915-5958,0
3576,3576,(99) 97000-6247,1
3577,3577,(79) 98198-6257,1
3577,3578,(81) 97067-6356,0
3579,3579,(15) 97078-2650,1
3580,3580,(12) 97119-9164,1
3581,3581,(60) 98320-5501,1
3581,3582,(19) 97375-9399,0
3583,3583,(76) 97802-4541,1
3584,3584,(43) 97171-0987,1
3585,3585,(82) 99488-0860,1
3587,3587,(13) 99737-7390,1
3587,3588,(83) 97607-8309,0
3589,3589,(98) 97871-2409,1
3591,3591,(52) 98787-9983,1
3592,3592,(14) 98963-2081,1
3593,3593,(22) 99486-3018,1
3594,3594,(17) 99516-6437,1
3595,3595,(76) 98271-9130,1
3596,3596,(61) 99829-4023,1
3597,3597,(27) 98141-3273,1
3598,3598,(03) 97435-3593,1
3599,3599,(23) 99782-6695,1
3600,3600,(53) 99852-0250,1
3601,3601,(87) 99068-4385,1
3602,3602,(77) 98451-0764,1
3602,3604,(08) 97281-4426,0
3604,3605,(11) 99515-4026,1
3606,3606,(99) 99749-2361,1
3607,3607,(79) 99426-2410,1
3608,3608,(59) 98020-4542,1
3609,3609,(90) 97445-4362,1
3610,3610,(04) 99607-0974,1
3611,3611,(70) 99407-5234,1
3613,3613,(43) 97868-8877,1
3614,3614,(83) 98887-9052,1
3615,3615,(83) 97588-7747,1
3616,3616,(13) 97757-9083,1
3617,3617,(14) 98157-7661,1
3618,3618,(58) 98097-7511,1
3619,3619,(56) 98658-2499,1
3620,3620,(67) 98065-1722,1
3621,3621,(50) 97418-5308,1
3622,3622,(22) 99063-0184,1
3623,3623,(42) 98733-6532,1
3624,3624,(51) 98032-3869,1
3626,3626,(93) 99712-7642,1
3627,3627,(59) 97058-0845,1
3629,3629,(02) 98446-8010,1
3630,3630,(03) 97655-7588,1
3631,3631,(28) 99231-5500,1
3633,3633,(52) 97048-4608,1
3634,3634,(77) 97176-9830,1
3635,3635,(98) 97496-0736,1
3636,3636,(34) 98614-9991,1
3637,3637,(70) 99791-8969,1
3638,3638,(72) 99903-2866,1
3639,3639,(90) 99423-8480,1
3640,3640,(94) 97798-3713,1
3642,3642,(36) 99093-6288,1
3643,3643,(75) 99033-4544,1
3646,3646,(28) 98747-3160,1
3647,3647,(74) 98002-1882,1
3648,3648,(16) 99030-4095,1
3648,3649,(61) 98216-7939,0
3650,3650,(48) 98562-3068,1
3651,3651,(53) 98449-3052,1
3652,3652,(01) 99056-7892,1
3653,3653,(98) 99148-8301,1
3654,3654,(75) 97501-0904,1
3655,3655,(23) 98171-5961,1
3656,3656,(95) 99234-2031,1
3657,3657,(16) 99824-1241,1
3658,3658,(36) 97307-3797,1
3659,3659,(74) 97850-8694,1
3660,3660,(70) 97263-7258,1
3661,3661,(48) 99749-8026,1
3662,3662,(66) 98827-0358,1
3663,3663,(47) 97953-8259,1
3664,3664,(46) 97023-8227,1
3665,3665,(84) 97050-5061,1
3666,3666,(29) 98978-6970,1
3667,3667,(53) 97214-7441,1
3668,3668,(91) 97917-1470,1
3669,3669,(33) 99544-8994,1
3670,3670,(36) 99159-2421,1
3671,3671,(25) 97658-4624,1
3671,3672,(09) 98067-1099,0
3674,3674,(98) 98021-1499,1
3674,3675,(05) 97863-6972,0
3676,3676,(40) 98581-6552,1
3677,3677,(04) 97837-5252,1
3677,3678,(86) 99055-2978,0
3679,3679,(59) 98256-5688,1
3680,3680,(63) 97156-0691,1
3681,3681,(63) 97070-1515,1
3682,3682,(90) 97640-1778,1
3683,3683,(22) 98906-1351,1
3683,3684,(94) 97846-2524,0
3685,3685,(71) 97468-6700,1
3686,3686,(95) 98510-7370,1
3687,3687,(22) 99208-0128,1
3689,3689,(83) 99591-5484,1
3691,3691,(24) 97139-4688,1
3692,3692,(44) 99175-1638,1
3693,3693,(45) 98042-0192,1
3694,3694,(96) 97164-8897,1
3695,3695,(46) 99529-3307,1
3696,3696,(96) 98768-7060,1
3697,3697,(80) 99778-4006,1
3698,3698,(54) 98878-6607,1
3698,3699,(17) 98293-7236,0
3700,3700,(91) 97893-1043,1
3701,3701,(38) 98240-7653,1
3702,3702,(52) 97277-1046,1
3703,3703,(66) 98842-3083,1
3704,3704,(63) 97793-1607,1
3704,3705,(85) 97424-2414,0
3706,3706,(66) 98190-9135,1
3707,3707,(73) 97345-0398,1
3708,3708,(51) 98782-5459,1
3709,3709,(70) 98934-9517,1
3711,3711,(97) 99813-6968,1
3712,3712,(45) 98556-6616,1
3712,3713,(71) 98108-9956,0
3714,3714,(32) 99380-7318,1
3715,3715,(05) 98675-4106,1
3716,3716,(81) 97819-4747,1
3717,3717,(49) 97205-3786,1
3718,3718,(34) 97029-3093,1
3720,3720,(49) 98858-5346,1
3721,3721,(86) 97920-5420,1
3722,3722,(41) 98472-0737,1
3725,3725,(97) 98323-5379,1
3726,3726,(85) 99499-6358,1
3726,3727,(92) 99029-3585,0
3729,3729,(37) 98433-1042,1
3731,3731,(85) 97114-5085,1
3731,3732,(86) 97053-9061,0
3733,3733,(76) 98298-4762,1
3734,3734,(83) 97780-1488,1
3735,3735,(38) 97523-9108,1
3736,3736,(01) 97769-9229,1
3738,3738,(26) 98237-1777,1
3739,3739,(34) 99639-3702,1
3740,3740,(28) 97665-0274,1
3741,3741,(91) 98873-8761,1
3742,3742,(66) 99381-0454,1
3743,3743,(12) 97156-8738,1
3744,3744,(85) 98718-8139,1
3745,3745,(77) 99412-7801,1
3746,3746,(76) 98483-6022,1
3747,3747,(27) 98789-5178,1
3748,3748,(81) 98118-7590,1
3749,3749,(01) 97905-3232,1
3749,3750,(77) 98049-2198,0
3751,3751,(49) 99354-0578,1
3752,3752,(25) 97362-9034,1
3753,3753,(06) 97294-2567,1
3754,3754,(23) 97058-8498,1
3755,3755,(41) 98471-2747,1
3756,3756,(88) 98650-5117,1
3757,3757,(34) 97769-7286,1
3758,3758,(48) 98379-0502,1
3759,3759,(51) 97131-3818,1
3761,3761,(17) 98840-4850,1
3762,3762,(95) 98050-1724,1
3763,3763,(89) 97237-7332,1
3764,3764,(47) 98165-1663,1
3765,3765,(91) 98269-4773,1
3765,3766,(85) 98329-2898,0
3767,3767,(88) 99367-1399,1
3768,3768,(79) 99629-6617,1
3768,3769,(92) 97507-5515,0
3770,3770,(61) 99640-0577,1
3771,3771,(56) 97362-4304,1
3772,3772,(41) 98056-4172,1
3772,3773,(97) 99229-8879,0
3774,3774,(16) 97904-6044,1
3775,3775,(83) 99165-0407,1
3776,3776,(02) 97389-0888,1
3777,3777,(68) 99793-1898,1
3779,3779,(03) 97859-1013,1
3780,3780,(60) 97748-6002,1
3781,3781,(78) 99629-8804,1
3782,3782,(40) 97190-9857,1
3783,3783,(15) 97868-7674,1
3784,3784,(98) 99257-4560,1
3785,3785,(46) 99469-9615,1
3786,3786,(53) 98699-7239,1
3787,3787,(09) 99277-4833,1
3787,3788,(27) 99386-4949,0
3789,3789,(28) 97384-6875,1
3790,3790,(74) 97933-3485,1
3791,3791,(60) 98310-1068,1
3792,3792,(43) 98972-5949,1
3792,3793,(91) 98991-9468,0
3794,3794,(96) 97632-1868,1
3795,3795,(43) 99101-1083,1
3796,3796,(47) 97780-5501,1
3797,3797,(87) 99082-7212,1
3798,3798,(45) 98153-3868,1
3799,3799,(89) 97196-7270,1
3800,3800,(41) 99517-1840,1
3802,3802,(69) 99474-1684,1
3803,3803,(26) 99934-6767,1
3804,3804,(58) 99574-0628,1
3805,3805,(39) 98901-2525,1
3806,3806,(97) 98816-1065,1
3807,3807,(28) 97220-7491,1
3809,3809,(66) 99472-0971,1
3810,3810,(50) 98131-8394,1
3811,3811,(26) 99915-8712,1
3812,3812,(87) 98993-2566,1
3813,3813,(48) 97952-1391,1
3814,3814,(69) 99332-1473,1
3814,3816,(62) 99725-1681,0
3817,3817,(33) 99846-6332,1
3818,3818,(49) 98167-9156,1
3819,3819,(22) 99490-0295,1
3820,3820,(66) 98892-5133,1
3821,3821,(69) 99332-4875,1
3823,3823,(59) 99553-8999,1
3823,3824,(16) 98118-8834,0
3825,3825,(88) 97487-3058,1
3826,3826,(36) 98144-1594,1
3827,3827,(47) 98048-9342,1
3828,3828,(63) 99440-7353,1
3829,3829,(81) 99304-5094,1
3830,3830,(60) 98296-6615,1
3831,3831,(87) 99579-9344,1
3832,3832,(49) 99322-9442,1
3833,3833,(23) 99802-3442,1
3834,3834,(08) 97306-4313,1
3834,3835,(86) 99933-3287,0
3836,3836,(28) 98701-5414,1
3837,3837,(37) 99017-2110,1
3838,3838,(18) 99838-0197,1
3839,3839,(17) 98032-1714,1
3840,3840,(41) 97516-7715,1
3841,3841,(31) 98561-1057,1
3841,3842,(72) 98855-3862,0
3843,3843,(79) 97828-2566,1
3844,3844,(95) 99409-4999,1
3845,3845,(06) 97671-0534,1
3846,3846,(38) 97133-4772,1
3847,3847,(83) 97229-5350,1
3848,3848,(76) 97972-8122,1
3849,3849,(81) 99994-6079,1
3850,3850,(52) 97111-7436,1
3851,3851,(41) 98892-7928,1
3853,3853,(68) 97195-3046,1
3854,3854,(26) 99257-3132,1
3855,3855,(71) 97201-3019,1
3856,3856,(05) 97037-3342,1
3857,3857,(04) 97200-0807,1
3858,3858,(96) 98705-3814,1
3859,3859,(98) 99819-6924,1
3860,3860,(19) 99135-6463,1
3861,3861,(22) 99293-8497,1
3862,3862,(65) 98209-8485,1
3863,3863,(89) 98384-8094,1
3864,3864,(26) 98982-3552,1
3865,3865,(52) 98955-1411,1
3866,3866,(31) 99992-7696,1
3867,3867,(69) 99053-1349,1
3868,3868,(97) 97221-5316,1
3869,3869,(34) 99769-8098,1
3870,3870,(07) 97436-4453,1
3871,3871,(77) 97714-4485,1
3872,3872,(75) 99984-4831,1
3873,3873,(75) 97307-1929,1
3874,3874,(27) 99291-4187,1
3875,3875,(02) 97236-6836,1
3876,3876,(76) 97702-6542,1
3877,3877,(69) 98676-5279,1
3878,3878,(05) 98647-8382,1
3879,3879,(43) 98500-8797,1
3880,3880,(87) 97894-7699,1
3881,3881,(28) 99280-7970,1
3882,3882,(47) 99237-3192,1
3883,3883,(77) 98503-3381,1
3883,3885,(79) 97052-7923,0
3886,3886,(44) 97952-6973,1
3887,3887,(34) 98947-1815,1
3888,3888,(92) 97662-9050,1
3889,3889,(35) 97094-7418,1
3890,3890,(48) 98920-7999,1
3891,3891,(19) 99890-7098,1
3892,3892,(60) 99646-6432,1
3893,3893,(53) 99403-3964,1
3894,3894,(84) 99744-5175,1
3897,3897,(06) 98084-8259,1
3898,3898,(72) 98394-8677,1
3899,3899,(16) 99625-6546,1
3899,3900,(99) 97939-5959,0
3901,3901,(76) 98552-7363,1
3902,3902,(50) 98995-7017,1
3903,3903,(54) 98270-6584,1
3904,3904,(99) 98011-6344,1
3905,3905,(45) 99234-1674,1
3906,3906,(99) 97532-0325,1
3906,3907,(74) 98148-2289,0
3908,3908,(72) 99038-2835,1
3909,3909,(91) 99423-9171,1
3910,3910,(45) 99625-4307,1
3911,3911,(38) 99131-6921,1
3912,3912,(02) 99091-4578,1
3913,3913,(28) 98440-5226,1
3914,3914,(13) 98220-6043,1
3915,3915,(28) 99427-7985,1
3916,3916,(75) 98977-8838,1
3918,3918,(03) 97927-8501,1
3919,3919,(29) 97851-3730,1
3920,3920,(04) 98346-4381,1
3921,3921,(99) 97425-8923,1
3922,3922,(78) 98370-3111,1
3923,3923,(56) 98868-8826,1
3924,3924,(90) 98208-5950,1
3924,3925,(78) 98250-9035,0
3926,3926,(34) 98182-0224,1
3927,3927,(01) 98694-2152,1
3928,3928,(08) 98970-3798,1
3929,3929,(51) 97092-0369,1
3931,3931,(63) 98860-9247,1
3933,3933,(81) 97885-4750,1
3933,3934,(59) 98445-5330,0
3935,3935,(79) 98343-2231,1
3936,3936,(04) 99688-2256,1
3936,3937,(56) 97933-5048,0
3938,3938,(70) 99468-1550,1
3939,3939,(74) 99032-9350,1
3940,3940,(20) 97898-5626,1
3941,3941,(52) 97725-6199,1
3942,3942,(31) 99781-7081,1
3943,3943,(99) 97446-6646,1
3944,3944,(59) 98065-6859,1
3945,3945,(12) 98852-1566,1
3946,3946,(21) 99060-6545,1
3947,3947,(10) 99785-5552,1
3948,3948,(79) 99253-8274,1
3949,3949,(91) 99739-7272,1
3950,3950,(21) 97614-2546,1
3951,3951,(12) 97338-8680,1
3952,3952,(48) 97241-0631,1
3953,3953,(86) 98618-3061,1
3954,3954,(34) 98337-1709,1
3955,3955,(59) 97730-5712,1
3956,3956,(82) 97688-7039,1
3957,3957,(76) 98948-6835,1
3958,3958,(18) 97098-5647,1
3959,3959,(63) 98916-8067,1
3960,3960,(42) 98778-0151,1
3961,3961,(41) 98258-7832,1
3961,3962,(58) 97200-3305,0
3963,3963,(19) 97408-2895,1
3964,3964,(13) 97906-3470,1
3965,3965,(88) 99889-0401,1
3966,3966,(29) 99895-2320,1
3967,3967,(37) 98319-5646,1
3967,3968,(99) 99918-6056,0
3969,3969,(69) 98683-9463,1
3970,3970,(27) 98108-6735,1
3971,3971,(23) 99552-4385,1
3972,3972,(38) 98481-5772,1
3973,3973,(41) 98762-0966,1
3974,3974,(79) 97080-2951,1
3975,3975,(37) 98422-8340,1
3977,3977,(76) 98565-5520,1
3978,3978,(92) 97776-1610,1
3979,3979,(86) 99126-6247,1
3982,3982,(34) 98210-5012,1
3983,3983,(29) 99898-5985,1
3984,3984,(80) 98722-5997,1
3985,3985,(89) 97059-2878,1
3985,3987,(75) 97456-7370,0
3988,3988,(09) 97876-3467,1
3989,3989,(46) 97374-4755,1
3990,3990,(22) 99871-3876,1
3992,3992,(84) 99044-0722,1
3993,3993,(81) 97493-2983,1
3995,3995,(37) 99712-8813,1
3997,3997,(74) 98340-5933,1
3999,3999,(96) 99163-8357,1
4000,4000,(97) 97494-4465,1
4001,4001,(64) 97857-6613,1
4003,4003,(40) 97982-6879,1
4004,4004,(91) 99219-1674,1
4005,4005,(06) 98613-8033,1
4006,4006,(01) 99841-9668,1
4007,4007,(69) 98217-9439,1
4008,4008,(02) 97320-7542,1
4009,4009,(71) 99982-1733,1
4010,4010,(99) 99938-4160,1
4011,4011,(40) 99367-3378,1
4012,4012,(41) 98368-1214,1
4013,4013,(26) 97626-8132,1
4014,4014,(18) 97667-8058,1
4015,4015,(54) 98717-7749,1
4016,4016,(90) 97005-1026,1
4017,4017,(25) 97164-6494,1
4018,4018,(32) 99691-2695,1
4019,4019,(31) 97221-2320,1
4020,4020,(30) 97217-0462,1
4020,4022,(78) 98571-4539,0
4024,4024,(11) 99578-5215,1
4025,4025,(92) 98121-9257,1
4025,4027,(51) 98093-5646,0
4028,4028,(13) 98531-2806,1
4029,4029,(69) 97877-0360,1
4030,4030,(51) 98602-6018,1
4031,4031,(14) 98596-9073,1
4032,4032,(30) 99757-4192,1
4033,4033,(39) 97911-2054,1
4034,4034,(91) 97171-9982,1
4035,4035,(14) 98327-5806,1
4036,4036,(44) 97979-5265,1
4037,4037,(43) 99737-9933,1
4038,4038,(68) 98986-1297,1
4039,4039,(81) 97393-2751,1
4040,4040,(36) 99303-4598,1
4040,4041,(45) 98953-9841,0
4042,4042,(07) 98848-4291,1
4042,4043,(65) 97243-3316,0
4044,4044,(42) 97069-5287,1
4045,4045,(67) 98754-2069,1
4046,4046,(47) 99428-2809,1
4047,4047,(97) 98819-4833,1
4048,4048,(09) 98702-3493,1
4048,4049,(04) 99250-1561,0
4050,4050,(14) 99664-3924,1
4052,4052,(88) 98489-0991,1
4053,4053,(86) 98477-7195,1
4054,4054,(26) 97582-4234,1
4055,4055,(20) 98603-6319,1
4057,4057,(18) 97217-0572,1
4058,4058,(37) 98878-6936,1
4059,4059,(33) 99840-7732,1
4060,4060,(92) 97574-5320,1
4061,4061,(03) 99885-3148,1
4062,4062,(67) 97081-3272,1
4063,4063,(96) 99059-3885,1
4064,4064,(85) 98334-0949,1
4065,4065,(65) 97750-2711,1
4066,4066,(18) 97003-9363,1
4068,4068,(68) 98297-1687,1
4069,4069,(68) 99056-7403,1
4070,4070,(38) 98294-2990,1
4071,4071,(77) 99393-8007,1
4071,4072,(33) 99055-7674,0
4073,4073,(06) 99591-6092,1
4074,4074,(74) 98345-2266,1
4074,4075,(15) 99469-8144,0
4077,4077,(67) 98634-1699,1
4078,4078,(27) 98969-9223,1
4079,4079,(18) 99019-8478,1
4080,4080,(29) 97262-4274,1
4081,4081,(51) 98731-3355,1
4083,4083,(27) 97662-5538,1
4084,4084,(83) 99361-7914,1
4085,4085,(94) 99145-6667,1
4086,4086,(13) 98075-7670,1
4086,4087,(28) 98625-2109,0
4088,4088,(99) 97028-2769,1
4089,4089,(82) 99755-2979,1
4090,4090,(08) 98460-1639,1
4091,4091,(29) 97615-8532,1
4093,4093,(55) 97892-0509,1
4094,4094,(81) 97958-6937,1
4095,4095,(61) 98025-5121,1
4096,4096,(79) 98295-9783,1
4097,4097,(38) 97885-3427,1
4098,4098,(06) 99058-1174,1
4099,4099,(90) 99689-2124,1
4100,4100,(48) 97125-8132,1
4101,4101,(77) 97850-7144,1
4102,4102,(18) 98014-6000,1
4103,4103,(60) 98152-2996,1
4104,4104,(47) 97524-9968,1
4105,4105,(42) 99838-6455,1
4106,4106,(05) 98940-4119,1
4107,4107,(16) 99549-6397,1
4108,4108,(90) 97767-3896,1
4109,4109,(16) 99742-7900,1
4110,4110,(11) 97622-6170,1
4111,4111,(80) 99239-5295,1
4112,4112,(11) 99332-2940,1
4113,4113,(90) 98453-7084,1
4114,4114,(14) 97836-5520,1
4115,4115,(68) 97052-9568,1
4116,4116,(78) 99157-2908,1
4117,4117,(86) 98794-2594,1
4118,4118,(84) 97505-2459,1
4120,4120,(83) 98502-5104,1
4121,4121,(28) 99725-2096,1
4122,4122,(45) 98097-6053,1
4123,4123,(36) 97342-2715,1
4124,4124,(17) 99221-5164,1
4125,4125,(85) 99978-5665,1
4126,4126,(83) 97728-0111,1
4126,4127,(08) 99667-6278,0
4128,4128,(65) 97729-8973,1
4129,4129,(91) 97096-1585,1
4130,4130,(74) 97852-4254,1
4131,4131,(38) 98342-5624,1
4132,4132,(07) 97410-9509,1
4133,4133,(96) 99151-4833,1
4134,4134,(36) 99387-7752,1
4135,4135,(09) 97639-6965,1
4136,4136,(32) 98504-1843,1
4137,4137,(97) 99389-5845,1
4138,4138,(11) 97901-2830,1
4139,4139,(23) 98003-5187,1
4140,4140,(55) 98684-1406,1
4141,4141,(97) 99940-8733,1
4142,4142,(81) 99956-4280,1
4143,4143,(86) 97953-0030,1
4144,4144,(44) 99269-9105,1
4145,4145,(22) 99452-3604,1
4146,4146,(90) 97191-9028,1
4147,4147,(08) 98098-8574,1
4148,4148,(34) 99947-6546,1
4149,4149,(83) 97786-4343,1
4150,4150,(51) 99751-3162,1
4151,4151,(55) 98943-4547,1
4152,4152,(76) 97136-8035,1
4154,4154,(05) 98283-5441,1
4154,4156,(28) 99790-3293,0
4157,4157,(84) 97953-0775,1
4158,4158,(38) 99521-0746,1
4159,4159,(67) 97543-7089,1
4160,4160,(90) 97230-1203,1
4161,4161,(16) 99185-0522,1
4162,4162,(22) 97861-1551,1
4162,4163,(44) 99399-3929,0
4164,4164,(63) 97903-5648,1
4164,4165,(43) 97388-1896,0
4166,4166,(59) 98216-2469,1
4167,4167,(02) 99559-7904,1
4168,4168,(61) 98420-0049,1
4169,4169,(14) 98572-9551,1
4170,4170,(65) 98053-2778,1
4171,4171,(51) 97783-9318,1
4172,4172,(43) 97378-5592,1
4173,4173,(27) 99455-5021,1
4173,4174,(86) 98775-4286,0
4175,4175,(39) 99587-7241,1
4176,4176,(94) 98895-7745,1
4177,4177,(17) 99316-6448,1
4178,4178,(53) 99443-4588,1
4179,4179,(03) 97904-4415,1
4180,4180,(29) 98395-2677,1
4181,4181,(98) 98880-6857,1
4184,4184,(23) 99606-9047,1
4185,4185,(58) 98573-5848,1
4187,4187,(35) 97390-0280,1
4188,4188,(15) 97222-9791,1
4189,4189,(71) 99808-7406,1
4191,4191,(65) 99780-7176,1
4192,4192,(52) 98113-1920,1
4193,4193,(79) 97880-7574,1
4194,4194,(70) 99883-3580,1
4195,4195,(55) 99808-3483,1
4195,4196,(31) 98365-4871,0
4197,4197,(16) 99930-1293,1
4198,4198,(08) 99495-3971,1
4199,4199,(62) 97411-1858,1
4200,4200,(65) 99596-9795,1
4201,4201,(65) 98924-8519,1
4202,4202,(94) 97198-4024,1
4203,4203,(75) 97441-1264,1
4203,4204,(69) 98273-5241,0
4205,4205,(09) 99570-0874,1
4206,4206,(97) 98666-7912,1
4207,4207,(94) 99546-0086,1
4208,4208,(57) 98858-0532,1
4209,4209,(56) 98764-1597,1
4210,4210,(03) 99397-0403,1
4211,4211,(65) 97626-3498,1
4212,4212,(16) 98270-4835,1
4213,4213,(60) 99692-9071,1
4214,4214,(88) 99276-9102,1
4215,4215,(58) 99970-8914,1
4216,4216,(03) 97187-5779,1
4217,4217,(29) 97438-2390,1
4218,4218,(64) 98340-2785,1
4219,4219,(93) 98435-7155,1
4220,4220,(71) 97310-1348,1
4222,4222,(24) 98694-7077,1
4223,4223,(65) 98950-9236,1
4224,4224,(87) 99921-0858,1
4226,4226,(30) 98151-7371,1
4226,4227,(64) 98254-0325,0
4228,4228,(64) 99790-1158,1
4229,4229,(10) 99664-8248,1
4230,4230,(15) 98849-0052,1
4231,4231,(43) 98173-9097,1
4232,4232,(64) 99047-0606,1
4233,4233,(40) 99839-4758,1
4234,4234,(44) 97117-3661,1
4234,4235,(38) 99430-8552,0
4236,4236,(86) 98155-7684,1
4238,4238,(81) 98652-3761,1
4238,4239,(61) 98398-1984,0
4240,4240,(90) 99771-0346,1
4241,4241,(68) 98059-4524,1
4242,4242,(18) 98622-7806,1
4243,4243,(78) 99170-4242,1
4244,4244,(10) 97596-1582,1
4245,4245,(05) 98703-2565,1
4245,4246,(58) 99386-4077,0
4247,4247,(76) 99934-2064,1
4248,4248,(95) 99004-1207,1
4249,4249,(96) 97175-0069,1
4249,4250,(33) 99508-5525,0
4251,4251,(36) 97433-7398,1
4252,4252,(69) 98564-0363,1
4253,4253,(02) 99834-1234,1
4254,4254,(22) 98267-7564,1
4255,4255,(66) 98685-7968,1
4256,4256,(26) 99442-4657,1
4257,4257,(66) 97520-3568,1
4258,4258,(19) 98643-2092,1
4259,4259,(01) 98825-9756,1
4259,4260,(37) 98767-3044,0
4261,4261,(12) 97999-0064,1
4262,4262,(06) 98353-6074,1
4262,4263,(06) 97526-7746,0
4263,4264,(71) 98275-5954,1
4265,4265,(88) 98917-3524,1
4266,4266,(70) 99284-9097,1
4267,4267,(29) 99821-5318,1
4268,4268,(64) 97901-4851,1
4269,4269,(12) 98626-1495,1
4270,4270,(64) 99247-8573,1
4271,4271,(88) 99523-5698,1
4272,4272,(89) 99905-9264,1
4273,4273,(79) 99706-3345,1
4274,4274,(73) 98875-7780,1
4275,4275,(33) 99358-3731,1
4275,4276,(27) 99651-4158,0
4277,4277,(85) 99398-8041,1
4278,4278,(25) 99398-5725,1
4280,4280,(26) 98408-2407,1
4281,4281,(65) 97903-4363,1
4282,4282,(32) 98028-8417,1
4283,4283,(64) 99712-2484,1
4284,4284,(12) 98532-4397,1
4285,4285,(55) 99509-9134,1
4286,4286,(13) 99146-8005,1
4287,4287,(44) 99933-8960,1
4288,4288,(08) 98136-6660,1
4289,4289,(07) 99102-3454,1
4290,4290,(75) 98100-9947,1
4291,4291,(48) 98234-2158,1
4292,4292,(88) 97727-1775,1
4293,4293,(01) 97623-7639,1
4294,4294,(61) 98824-0548,1
4295,4295,(85) 97371-0244,1
4296,4296,(87) 99690-6038,1
4297,4297,(64) 98234-6405,1
4298,4298,(36) 97865-5613,1
4299,4299,(06) 99209-3958,1
4300,4300,(11) 97316-0002,1
4301,4301,(53) 97547-4992,1
4302,4302,(16) 99999-0055,1
4302,4303,(20) 99825-5067,0
4304,4304,(68) 98418-5102,1
4305,4305,(06) 98593-1231,1
4306,4306,(85) 97680-2517,1
4308,4308,(37) 97211-5017,1
4309,4309,(97) 99075-4793,1
4310,4310,(21) 98611-4978,1
4311,4311,(23) 98450-4104,1
4312,4312,(16) 98165-8036,1
4313,4313,(68) 97508-3502,1
4314,4314,(35) 98904-4356,1
4315,4315,(74) 97471-2413,1
4316,4316,(65) 97679-2427,1
4317,4317,(37) 98248-3565,1
4318,4318,(70) 97600-6291,1
4319,4319,(08) 99517-9983,1
4320,4320,(71) 97346-9453,1
4321,4321,(73) 97447-4643,1
4323,4323,(97) 99399-3354,1
4324,4324,(60) 98237-1982,1
4325,4325,(01) 97466-4466,1
4326,4326,(87) 97885-9221,1
4327,4327,(89) 99092-1404,1
4328,4328,(74) 97845-7678,1
4329,4329,(22) 99157-9152,1
4329,4330,(85) 99875-7849,0
4331,4331,(70) 99684-7649,1
4332,4332,(44) 99649-9635,1
4333,4333,(30) 99258-5695,1
4333,4334,(25) 97957-9679,0
4335,4335,(10) 98306-7196,1
4337,4337,(98) 99133-9665,1
4338,4338,(28) 99512-4856,1
4339,4339,(08) 98871-4521,1
4340,4340,(73) 99450-8027,1
4343,4343,(38) 97383-7717,1
4344,4344,(45) 98805-6195,1
4345,4345,(02) 98346-0195,1
4346,4346,(81) 97583-9946,1
4347,4347,(16) 98603-2588,1
4348,4348,(79) 97738-8698,1
4349,4349,(97) 99562-1980,1
4350,4350,(98) 99169-5695,1
4351,4351,(63) 97031-9540,1
4352,4352,(03) 99752-5526,1
4353,4353,(79) 98551-8412,1
4354,4354,(76) 98431-9279,1
4354,4355,(25) 99502-9951,0
4356,4356,(65) 99208-5021,1
4357,4357,(62) 97248-6409,1
4358,4358,(85) 99306-4393,1
4359,4359,(44) 97424-7646,1
4360,4360,(08) 97962-7599,1
4361,4361,(15) 99846-1836,1
4362,4362,(20) 97824-4209,1
4363,4363,(39) 98795-5983,1
4364,4364,(97) 97659-0343,1
4365,4365,(14) 98438-5334,1
4366,4366,(01) 97666-9702,1
4367,4367,(13) 99596-6328,1
4368,4368,(37) 97708-7315,1
4369,4369,(40) 97832-7385,1
4370,4370,(22) 99906-9845,1
4371,4371,(36) 98848-2987,1
4372,4372,(38) 97499-6614,1
4372,4373,(72) 98560-5456,0
4374,4374,(70) 99549-1045,1
4375,4375,(78) 98110-3501,1
4376,4376,(04) 97712-0220,1
4377,4377,(18) 99550-4123,1
4377,4379,(31) 99825-6376,0
4380,4380,(69) 98857-2617,1
