ID_CLI,ID_END,END,CIDADE,UF,CD_MUN_IBGE
1805,1805,"Bell    Drive, 9516",São Miguel do Gostoso,RN,2412559
1806,1806,"Lexington Street, 104",Sertânia,PE,2614105
1807,1807,"Bales  Route, 2053",São Gonçalo do Rio Abaixo,MG,3161908
1808,1808,"Mariner   Alley, 7092",Pauini,AM,1303502
1809,1809,"Chestnut  Grove, 183",Quipapá,PE,2611507
1810,1810,"Thorndike   Street, 8782",Paverama,RS,4314159
1811,1811,"Cam  Avenue, 9446",Cunha Porã,SC,4204707
1812,1812,"Baynes  Pass, 8643",Iconha,ES,3202603
1813,1813,"Bermondsey    Crossroad, 4414",Jandira,SP,3525003
1815,1815,"Vintners  Route, 7261",Ibicaraí,BA,2912103
1816,1816,"Arlington  Way, 7312",Mairi,BA,2920106
1817,1817,"Parkfields Tunnel, 9771",Presidente Venceslau,SP,3541505
1818,1818,"Sundown Way, 7770",Simolândia,GO,5220686
1819,1819,"Kinglake  Lane, 7580",Cumari,GO,5206602
1820,1820,"Unwin  Tunnel, 3412",Santana do Matos,RN,2411403
1821,1821,"Bedford  Vale, 3658",Rodeio Bonito,RS,4315909
1822,1822,"Magnolia Crossroad, 5140",Três Lagoas,MS,5008305
1823,1823,"Beatty  Pass, 8146",Morada Nova de Minas,MG,3143500
1824,1824,"Camera  Pass, 2201",Novo Santo Antônio,MT,5106315
1825,1825,"Adams  Alley, 3774",Paula Cândido,MG,3148301
1826,1826,"Linda   Road, 2233",Nhamundá,AM,1303007
1827,1827,"Camden  Vale, 8859",Cabeceiras,GO,5204003
1829,1829,"Camera  Drive, 9880",Lagoa Vermelha,RS,4311304
1830,1830,"Coley  Drive, 818",São Sebastião do Paraíso,MG,3164704
1831,1831,"Angela   Route, 2859",Amapá do Maranhão,MA,2100550
1832,1832,"Belmore  Alley, 7745",Várzea da Palma,MG,3170800
1833,1833,"Emily  Lane, 3493",Ibirapuitã,RS,4309951
1834,1834,"Cephas  Route, 9060",Salto do Céu,MT,5107750
1835,1835,"Dunstans  Vale, 8598",São Francisco,SE,2806909
1836,1836,"Caedmon  Grove, 7013",Vertentes,PE,2616209
1838,1838,"South Way, 1171",Itaiçaba,CE,2306207
1839,1839,"Rivervalley Road, 7325",Carlos Chagas,MG,3113701
1840,1840,"Dunstans  Road, 3234",Barrolândia,TO,1703107
1841,1841,"Burton  Crossroad, 2106",Nova Araçá,RS,4312807
1842,1842,"Caroline  Boulevard, 1766",Coreaú,CE,2304004
1843,1843,"Parkgate  Street, 1419",Carambeí,PR,4104659
1844,1844,"Thomas Doyle   Grove, 5779",Sul Brasil,SC,4217758
1845,1845,"Victoria  Tunnel, 829",Palmeirópolis,TO,1715754
1846,1846,"Kilner   Crossroad, 4205",Castelândia,GO,5205059
1847,1847,"Spruce Way, 3978",Carutapera,MA,2102903
1848,1848,"Arbutus   Tunnel, 7963",Manaus,AM,1302603
1849,1849,"Underwood  Street, 7952",Mossâmedes,GO,5213905
1850,1850,"Ben   Lane, 5215",Natércia,MG,3144409
1851,1851,"Thomas Doyle   Way, 2989",Sousa,PB,2516201
1852,1852,"Balham   Walk, 3850",Uruburetama,CE,2313807
1853,1853,"Blean   Rue, 1057",Florestal,MG,3126000
1854,1854,"Yorkshire  Way, 3423",Nobres,MT,5105903
1855,1855,"Pine Hill, 1271",Barão de Cotegipe,RS,4301701
1856,1856,"Bennett  Pass, 4723",Nova Olinda do Norte,AM,1303106
1857,1857,"Addison  Grove, 4169",Seringueiras,RO,1101500
1858,1858,"Ayres   Grove, 3556",Icó,CE,2305407
1859,1859,"Dunsley  Walk, 9923",Jacaré dos Homens,AL,2703403
1860,1860,"Camberwell  Avenue, 750",Nortelândia,MT,5106000
1861,1861,"Dyott   Street, 5676",Taquaruçu do Sul,RS,4321329
1862,1862,"Fawn Avenue, 4730",Colômbia,SP,3512100
1863,1863,"Betton  Way, 4733",Bom Jardim de Minas,MG,3107505
1864,1864,"Balfour    Drive, 6477",Matias Barbosa,MG,3140803
1865,1865,"Bendmore  Street, 3131",Montividiu,GO,5213756
1866,1866,"Antrobus   Crossroad, 3741",Buritama,SP,3508108
1867,1867,"Apollo  Boulevard, 4784",Saubara,BA,2929750
1868,1868,"Under  Alley, 9600",Maravilha,AL,2704609
1870,1870,"Comet House  Hill, 6276",Guaraciaba,MG,3128204
1871,1871,"Bellenden  Vale, 7767",Itapagipe,MG,3133402
1872,1872,"King William  Avenue, 4371",Abel Figueiredo,PA,1500131
1873,1873,"Fairview Hill, 1237",Dom Inocêncio,PI,2203453
1875,1875,"Black Swan  Drive, 6832",General Carneiro,PR,4108502
1876,1876,"Cephas  Hill, 9120",Curral de Cima,PB,2505279
1877,1877,"Archery  Crossroad, 5688",Valinhos,SP,3556206
1878,1878,"Jackson Pass, 6993",Pelotas,RS,4314407
1879,1879,"Biggerstaff   Crossroad, 3364",Taquarivaí,SP,3553856
1880,1880,"Bacton   Way, 170",Itabira,MG,3131703
1882,1882,"Apsley    Walk, 5923",Nova Esperança do Sul,RS,4313037
1883,1883,"Glenwood Route, 8908",Doutor Camargo,PR,4107306
1884,1884,"Fairbairn  Street, 9490",Paulínia,SP,3536505
1885,1885,"Lonsdale  Walk, 5666",Muaná,PA,1504901
1887,1887,"Sheraton   Alley, 5755",Sigefredo Pacheco,PI,2210656
1888,1888,"Battersea   Pass, 7061",Ouro Preto do Oeste,RO,1100155
1890,1890,"Tilloch   Alley, 5904",Conselheiro Lafaiete,MG,3118304
1891,1891,"Blandford  Alley, 7534",Mundo Novo,GO,5214051
1892,1892,"Baylis  Hill, 9773",Avaí,SP,3504305
1893,1893,"Clifton  Tunnel, 97",Altinho,PE,2600807
1894,1894,"Bermondsey    Alley, 3174",Manoel Ribas,PR,4114500
1895,1895,"Elf  Pass, 5948",Carazinho,RS,4304705
1896,1896,"Cavaye  Walk, 7665",Honório Serpa,PR,4109658
1897,1897,"Bennett  Avenue, 1067",Riolândia,SP,3544202
1898,1898,"Canon Street, 51",Areia,PB,2501104
1899,1899,"Ernest  Road, 1524",Onda Verde,SP,3534005
1900,1900,"Arbutus   Lane, 3079",Terra Santa,PA,1507979
1901,1901,"Wake  Route, 5652",Jaguaribe,CE,2306900
1903,1903,"Abbotswell  Grove, 6555",São José do Calçado,ES,3204807
1904,1904,"Fairfield  Way, 5356",Fama,MG,3125200
1905,1905,"Tiptree   Drive, 2951",Lupércio,SP,3527801
1906,1906,"Lincoln Walk, 5301",Maripá,PR,4115358
1907,1907,"Cheney  Rue, 358",Felisburgo,MG,3125606
1908,1908,"Beaumont  Pass, 6279",Itumirim,MG,3134301
1909,1909,"Clifton  Route, 2551",Dois Irmãos das Missões,RS,4306429
1910,1910,"Chester  Street, 756",Anhembi,SP,3502309
1911,1911,"Chantry   Lane, 3652",Nova Cruz,RN,2408300
1912,1912,"Castlereagh   Walk, 5656",Luiziana,PR,4113734
1913,1913,"Cave   Route, 378",Barroso,MG,3105905
1914,1914,"Camelot   Tunnel, 7011",Monte Alegre de Sergipe,SE,2804201
1915,1915,"Woodland Tunnel, 1043",Candeias,MG,3112000
1916,1916,"Lexington Boulevard, 7016",Maribondo,AL,2704807
1917,1917,"Apsley    Boulevard, 988",Aragarças,GO,5201702
1918,1918,"Arbutus   Tunnel, 2797",Chalé,MG,3116001
1919,1919,"Calverley  Drive, 9336",Cumaru,PE,2604908
1920,1920,"Arundel   Route, 1580",Catu,BA,2907509
1921,1921,"Battis   Rue, 7402",Teodoro Sampaio,SP,3554300
1923,1923,"Gavel   Way, 7676",São Jorge do Ivaí,PR,4125308
1924,1924,"Liverpool  Way, 5370",Juquiá,SP,3526100
1925,1925,"Camley   Crossroad, 5166",Sapucaia,PA,1507755
1926,1926,"Eldon  Way, 668",Major Gercino,SC,4210209
1928,1928,"Bell    Pass, 9243",Lobato,PR,4113601
1929,1929,"Carnegie   Route, 8685",Dois Vizinhos,PR,4107207
1930,1930,"Lake Road, 5715",Nossa Senhora de Nazaré,PI,2206753
1931,1931,"Maple Walk, 3183",Castro Alves,BA,2907301
1932,1932,"Canon Lane, 3547",Capitão Leônidas Marques,PR,4104600
1933,1933,"Linda   Hill, 6561",Silvânia,GO,5220603
1934,1934,"Bekesbourne   Street, 6535",Santana dos Montes,MG,3159100
1935,1935,"Longleigh   Way, 4925",Bariri,SP,3505203
1937,1937,"Camdale  Rue, 6558",Jaboticabal,SP,3524303
1938,1938,"Howard Alley, 9272",Aracoiaba,CE,2301208
1939,1939,"Tiptree   Road, 3800",Monte Alegre do Sul,SP,3531209
1940,1940,"Bective  Crossroad, 6013",Marialva,PR,4114807
1941,1941,"Emily  Street, 9310",Aracaju,SE,2800308
1942,1942,"Abbots   Pass, 8581",Taiaçu,SP,3553104
1943,1943,"Burton  Alley, 9947",Praia Grande,SP,3541000
1944,1944,"Coborn  Way, 2588",Goianápolis,GO,5208400
1945,1945,"Shepherds  Alley, 4459",Santa Rita,MA,2110203
1946,1946,"Duthie   Route, 9993",Candeal,BA,2906402
1947,1947,"Belfort  Avenue, 6274",Leópolis,PR,4113403
1948,1948,"Coalecroft  Route, 8815",Passo de Torres,SC,4212254
1950,1950,"Bermondsey    Rue, 4896",Ervália,MG,3124005
1951,1951,"Belfort  Route, 4255",Breves,PA,1501808
1952,1952,"Thomas Doyle   Street, 3101",Barra de Santa Rosa,PB,2501609
1953,1953,"Abbots   Rue, 2593",Bom Sucesso,PR,4103206
1954,1954,"Blendon    Way, 8648",São José do Barreiro,SP,3549607
1955,1955,"Sheffield Tunnel, 6157",Brejo da Madre de Deus,PE,2602605
1956,1956,"Chart   Street, 3399",Senador Modestino Gonçalves,MG,3165909
1957,1957,"South Vale, 1533",Chapada dos Guimarães,MT,5103007
1958,1958,"Baltic  Tunnel, 3680",Balneário Gaivota,SC,4202073
1959,1959,"Elf  Avenue, 4644",Cacoal,RO,1100049
1960,1960,"Cable    Street, 2074",Vitória do Jari,AP,1600808
1961,1961,"Ellerman   Rue, 34",Caxambu do Sul,SC,4204103
1962,1962,"Rivervalley Alley, 5691",Jaguaquara,BA,2917607
1963,1963,"Enford   Drive, 3431",Canápolis,BA,2906105
1964,1964,"Belgrave  Tunnel, 444",São Carlos do Ivaí,PR,4124608
1965,1965,"Cleaver Road, 9419",Serrana,SP,3551504
1966,1966,"Timothy  Route, 6496",Primavera,PE,2611408
1967,1967,"Cockspur  Drive, 8499",Matão,SP,3529302
1968,1968,"Spruce Alley, 5575",São Gonçalo do Amarante,RN,2412005
1970,1970,"Battis   Grove, 1795",Novo Horizonte,SC,4211652
1971,1971,"Wadham  Route, 8570",Alvorada,TO,1700707
1973,1973,"Marischal  Pass, 9392",Cristino Castro,PI,2203107
1975,1975,"Black Swan  Lane, 9190",Natuba,PB,2509909
1976,1976,"Bond Lane, 9813",Seabra,BA,2929909
1977,1977,"Clyde Crossroad, 9612",Tapiraí,MG,3168200
1978,1978,"Tiptree   Road, 3637",Santana do Ipanema,AL,2708006
1979,1979,"Chart   Pass, 3245",Nova Nazaré,MT,5106174
1980,1980,"Hampden  Vale, 1765",Aral Moreira,MS,5001243
1981,1981,"Blue Anchor  Tunnel, 9747",Laje,BA,2918803
1982,1982,"Boleyn  Street, 3900",Itaiópolis,SC,4208104
1983,1983,"King Pass, 4864",Lagoão,RS,4311254
1984,1984,"Dunstans  Street, 6965",São Sebastião do Rio Preto,MG,3164803
1985,1985,"Emily  Tunnel, 6263",Joaquim Gomes,AL,2703809
1986,1986,"Wager   Road, 5130",Rio Branco do Ivaí,PR,4122172
1987,1987,"Cecilia  Avenue, 6519",Putinga,RS,4315206
1988,1988,"Collingwood  Alley, 2141",Cosmorama,SP,3512902
1989,1989,"Anns  Road, 8016",Nova Olinda,PB,2510204
1990,1990,"Gate   Lane, 9212",Belo Monte,AL,2700904
1991,1991,"Endsleigh  Vale, 594",Biritinga,BA,2903607
1992,1992,"Coborn  Lane, 5070",Maceió,AL,2704302
1993,1993,"Queen Caroline   Walk, 521",Baía da Traição,PB,2501401
1994,1994,"Longmoore   Tunnel, 2156",Santa Cruz do Sul,RS,4316808
1995,1995,"Belmont Park Rue, 6855",Pitimbu,PB,2511905
1996,1996,"Lexington Lane, 8997",Wagner,BA,2933406
1997,1997,"Bellenden  Hill, 3352",Palmeiras do Tocantins,TO,1713809
1998,1998,"Battis   Grove, 5936",Potirendaba,SP,3540804
1999,1999,"Endsleigh  Crossroad, 4837",Tietê,SP,3554508
2000,2000,"Calshot   Crossroad, 7681",Coronel Barros,RS,4305871
